('türkiye', 'büyük', 'millet'),17760.0, 0.0014482640687723198
('teşekkür', 'ederim', 'sayın'),13056.0, 0.0010646698019083
('yılı', 'merkezî', 'yönetim'),12868.0, 0.0010493390786577822
('büyük', 'millet', 'meclisi'),12178.0, 0.000993072062472371
('chp', 'sıralarından', 'alkışlar'),12171.0, 0.00099250123767049
('sayın', 'başkan', 'değerli'),11546.0, 0.0009415347375025453
('ak', 'parti̇', 'sıralarından'),11499.0, 0.0009377020566899158
('sıralarından', 'alkışlar', 'başkan'),11333.0, 0.0009241653542453096
('başkan', 'değerli', 'milletvekilleri'),10719.0, 0.0008740958644803207
('etmeyenler', 'kabul', 'edilmiştir'),10105.0, 0.0008240263747153317
