I(w1;w2),C(w1),C(w2),C(w1;w2),collocation
12.819782540693824,989,761,715,"('Lütfi', 'Yalman')"
12.79205787968486,1026,821,785,"('Ertuğrul', 'Yalçınbayır')"
12.762939813854267,724,797,527,"('Fuat', 'Çay')"
12.754177714043127,510,1080,500,"('BÜTÇE', 'KOMİSYONU')"
12.74381793062319,957,611,527,"('Soruyu', 'cevaplandıracak')"
12.722411203012424,546,1122,544,"('Açılma', 'Saati')"
12.69616992924883,555,1122,543,"('Kapanma', 'Saati')"
12.686968275072433,1082,640,600,"('Ercan', 'Karakaş')"
12.684769075501176,503,1149,500,"('YAZILI', 'SORULAR')"
12.653769213893572,1181,627,627,"('MECLİS', 'ARAŞTIRMASI')"
12.653769213893572,1181,518,518,"('MECLİS', 'SORUŞTURMASI')"
12.63740750307586,1080,960,868,"('KOMİSYONU', 'BAŞKANI')"
12.61293796207525,992,714,583,"('Murat', 'Başesgioğlu')"
12.60939706783997,945,1205,935,"('Onaylanmasının', 'Uygun')"
12.60525444039974,822,789,531,"('Oya', 'Araslı')"
12.60248342070125,1205,849,836,"('Uygun', 'Bulunduğuna')"
12.592775922595829,1232,575,575,"('GENEL', 'KURULA')"
12.592775922595829,569,1232,569,"('BAŞKANLIĞIN', 'GENEL')"
12.592775922595827,1232,503,503,"('GENEL', 'GÖRÜŞME')"
12.592775922595827,484,1232,484,"('GENSORU', 'GENEL')"
12.581260256414176,1212,1164,1136,"('SALİH', 'KAPUSUZ')"
12.571708392335065,844,748,505,"('Hüsamettin', 'Özkan')"
12.5692542397497,473,1149,434,"('no', 'lu')"
12.56505099742744,503,1181,473,"('GÖRÜŞME', 'MECLİS')"
12.555299636855896,1181,773,722,"('Cemil', 'Tunç')"
12.543513001341207,821,795,512,"('Bahattin', 'Şeker')"
12.541392733592826,1185,571,530,"('Musa', 'Demirci')"
12.516691108430868,478,1152,424,"('BAŞESGİOĞLU', 'Kastamonu')"
12.443114031280514,988,711,514,"('Saffet', 'Arıkan')"
12.442614699418904,1219,1292,1152,"('Lütfü', 'Esengün')"
12.414236762286414,1362,518,506,"('İşin', 'mukaveledeki')"
12.384130065686543,1348,583,552,"('Turhan', 'Tayan')"
12.349425758465493,1359,1453,1354,"('Sıddık', 'Altay')"
12.338060362252634,1409,531,509,"('Spor', 'Salonu')"
12.298914848335762,1156,682,522,"('Silahlı', 'Kuvvetleri')"
12.296673428896336,780,927,478,"('Deniz', 'Baykal')"
12.289541274672652,1454,827,791,"('Amerika', 'Birleşik')"
12.278510270278431,691,1421,641,"('Bağ', 'Kur')"
12.247220297562391,667,1549,660,"('Cevat', 'Ayhan')"
12.191243259852445,877,1375,741,"('Diyanet', 'İşleri')"
12.185189588779837,1507,1092,1007,"('Sabri', 'Ergül')"
12.172652326145135,880,1345,718,"('Kâtip', 'Üye')"
12.148445611769612,1482,759,671,"('Kurul', 'salonunda')"
11.987176984499023,1866,1739,1731,"('GRUBU', 'ADINA')"
11.941061798246741,1830,587,555,"('Hükmünde', 'Kararnamenin')"
11.901774415512575,1499,682,514,"('Rıza', 'Gönül')"
11.893261813315897,1865,457,426,"('Osman', 'Hazer')"
11.883594592319966,1887,491,460,"('Kemal', 'Albayrak')"
11.88075846715863,1830,826,749,"('Hükmünde', 'Kararname')"
11.874929417879189,1892,1720,1606,"('vekâlet', 'etmesinin')"
11.827383965274313,2046,1912,1868,"('Demokratik', 'Sol')"
11.80258914631223,877,1907,785,"('Prof', 'Dr')"
11.763809909424076,1912,1749,1528,"('Sol', 'Parti')"
11.730267379692974,884,1082,427,"('Nevzat', 'Ercan')"
11.72862897715862,1679,959,718,"('olağanüstü', 'hal')"
11.703546988528036,2168,2264,2151,"('Mikrofon', 'otomatik')"
11.702619068712828,1383,809,490,"('Salih', 'Kapusuz')"
11.693668760914413,1058,1316,606,"('Demirel', 'Cumhurbaşkanı')"
11.683139504197783,1035,1250,559,"('bilgilerinize', 'sunarım')"
11.67284768888554,2326,469,468,"('MEHMET', 'GÖZLÜKAYA')"
11.670338578876555,908,1957,761,"('düşünüyor', 'musunuz')"
11.652083083383873,2264,2253,2157,"('otomatik', 'cihaz')"
11.645962903270338,2054,607,525,"('ALİ', 'RIZA')"
11.61168152520641,2242,525,484,"('İbrahim', 'Özsoy')"
11.606171923782387,2002,1006,825,"('Hikmet', 'Uluğbay')"
11.594499354860334,1134,1415,652,"('Köy', 'Hizmetleri')"
11.578126792150822,2460,427,422,"('Hüseyin', 'Olgun')"
11.577310344010908,1387,2390,1331,"('Tansu', 'Çiller')"
11.574641770283657,469,2293,431,"('GÖZLÜKAYA', 'Denizli')"
11.531484921942015,1347,1149,602,"('No', 'lu')"
11.515512240223478,2231,1058,908,"('Süleyman', 'Demirel')"
11.510409219779142,2352,508,458,"('Zeki', 'Çakıroğlu')"
11.468054248193953,1487,869,481,"('cevaplandırılması', 'istenilen')"
11.46259171279389,2522,1235,1155,"('Bülent', 'Akarcalı')"
11.428167801331668,1164,2432,1025,"('KAPUSUZ', 'Kayseri')"
11.367490793361531,2576,492,440,"('Ömer', 'Özyılmaz')"
11.3604578490666,1502,2723,1413,"('Bravo', 'sesleri')"
11.337040682275616,2654,746,673,"('Yaşar', 'Okuyan')"
11.3361855251782,584,2243,445,"('Cumhuriyetine', 'gidecek')"
11.324004595233207,2747,978,905,"('Değişiklik', 'Yapılması')"
11.32153500298505,940,2148,679,"('Güneydoğu', 'Anadolu')"
11.321263295482368,2501,2470,2077,"('Halit', 'Dumankaya')"
11.318595741212391,633,2316,492,"('APK', 'Konu')"
11.317088858566791,2002,666,447,"('Hikmet', 'Sami')"
11.30948808136654,727,2747,666,"('Maddesinde', 'Değişiklik')"
11.303429863197096,549,2364,431,"('ARASLI', 'İçel')"
11.298027913223752,2588,633,542,"('Sayı', 'APK')"
11.295030884978788,2852,2484,2339,"('Doğru', 'Yol')"
11.290794414629183,899,1801,533,"('hepinize', 'saygılar')"
11.289817405245055,2346,1424,1099,"('almış', 'bulunuyorum')"
11.288270164260597,1828,1673,1005,"('süreniz', 'dakikadır')"
11.28566471365693,1500,1382,680,"('Araştırma', 'Planlama')"
11.256268465140296,2050,686,452,"('Mahmut', 'Işık')"
11.239101856748414,2747,1780,1553,"('Değişiklik', 'Yapılmasına')"
11.17401758831991,2934,2435,2169,"('Aşağıdaki', 'sorularımın')"
11.170647859154528,2286,764,529,"('te', 'toplanmak')"
11.156600388012372,2934,567,499,"('Aşağıdaki', 'sorumun')"
11.147304261643159,3138,602,563,"('Sayısı', 'Dağıtma')"
11.140006062828931,533,2746,434,"('yanı', 'sıra')"
11.13139838410128,1959,3138,1812,"('Raporu', 'Sayısı')"
11.128529107528449,1398,1741,716,"('Necmettin', 'Erbakan')"
11.126186630582785,698,3039,623,"('MATKAP', 'Hatay')"
11.097849960685314,1203,1703,590,"('Kuzey', 'Irak')"
11.083966372020496,3081,561,493,"('İsmail', 'Özgün')"
11.054267830751895,1658,2750,1274,"('Cumhurbaşkanlığı', 'tezkeresi')"
11.048284379753254,1184,1463,482,"('Kâzım', 'Arslan')"
11.03308090348377,1316,1769,641,"('Necati', 'Çelik')"
11.00897383780449,1573,1573,670,"('Sigortalar', 'Kurumu')"
10.994153452427568,766,2718,558,"('tevcih', 'ettiği')"
10.95272130298096,1137,1925,570,"('tarihinden', 'itibaren')"
10.924091031400941,2654,763,517,"('Yaşar', 'Topçu')"
10.916632940160373,849,3747,808,"('Bulunduğuna', 'Dair')"
10.908751617613907,3805,2112,2030,"('Tabiî', 'Kaynaklar')"
10.885938090295175,2727,761,516,"('Başbakanlık', 'Tezkeresi')"
10.881989270116197,2264,1808,1015,"('araştırması', 'açılmasına')"
10.875225540173311,1219,2453,738,"('ekte', 'sunulmuştur')"
10.862416754015923,668,3837,627,"('geçilmesini', 'oylarınıza')"
10.839447829480145,1796,1006,435,"('Yusuf', 'Ekinci')"
10.82124418134449,3242,554,427,"('Madde', 'Eklenmesine')"
10.814879062433953,1151,2184,595,"('olursa', 'olsun')"
10.809734022555807,2522,1081,643,"('Bülent', 'Ecevit')"
10.798119849780301,4257,1490,1484,"('Yılı', 'Kesinhesabı')"
10.787362509637996,1208,4185,1174,"('DEVLET', 'BAKANI')"
10.784752002130276,1438,1527,509,"('Başbakanın', 'teklifi')"
10.76123995230301,680,2747,426,"('Kanunda', 'Değişiklik')"
10.758375173762142,1564,4211,1499,"('Mesut', 'Yılmaz')"
10.748531150901986,2592,768,450,"('Kültür', 'Gençlik')"
10.74534605743204,3388,2960,2262,"('Cumhuriyet', 'Halk')"
10.744085245870792,2002,1024,462,"('Hikmet', 'Çetin')"
10.740020122656196,1002,3837,864,"('Maddeyi', 'oylarınıza')"
10.735061063919318,2663,1608,959,"('gündemdışı', 'konuşması')"
10.720773784254357,2345,1600,832,"('teklif', 'ederiz')"
10.718653171723481,3218,654,466,"('Adalet', 'Komisyonları')"
10.717855867957752,4257,1243,1171,"('Yılı', 'Bütçesi')"
10.681880741026838,1426,1397,430,"('Emin', 'Kul')"
10.676266008810105,1004,2747,593,"('Kanununda', 'Değişiklik')"
10.674787478285925,1250,2231,599,"('sunarım', 'Süleyman')"
10.673064272907842,3682,3313,2617,"('saygıyla', 'selamlıyorum')"
10.672829174161864,4662,536,536,"('VE', 'TEKLİFLERİYLE')"
10.672829174161864,544,4662,544,"('TASARI', 'VE')"
10.67035244386965,4662,583,582,"('VE', 'CEVAPLARI')"
10.670124965233486,4662,534,533,"('VE', 'CEVAPLAR')"
10.667092804612718,504,4662,502,"('TEZKERELER', 'VE')"
10.661424410889614,4662,508,504,"('VE', 'ÖNERGELER')"
10.658416516424417,503,4662,498,"('PLAN', 'VE')"
10.649496299777901,4735,1573,1572,"('Sosyal', 'Sigortalar')"
10.638477669371087,4662,510,498,"('VE', 'BÜTÇE')"
10.630787403344938,1149,4662,1116,"('SORULAR', 'VE')"
10.627294936423633,710,2914,430,"('Dairesi', 'Başkanlığı')"
10.613879011947942,4792,829,818,"('karşı', 'karşıya')"
10.606668390687576,4327,4257,3774,"('Malî', 'Yılı')"
10.598880158044384,1637,1289,430,"('dikkate', 'alınarak')"
10.597689304954946,4109,1959,1639,"('Komisyonu', 'Raporu')"
10.580774742178688,1429,2382,685,"('Grup', 'Başkanvekili')"
10.56459426773848,1104,3250,714,"('olmasına', 'rağmen')"
10.55612722741342,1323,2067,541,"('maddeleri', 'uyarınca')"
10.555212308214205,1720,1438,489,"('etmesinin', 'Başbakanın')"
10.546660929281613,3837,850,641,"('oylarınıza', 'sunacağım')"
10.542942865921194,3960,970,753,"('Anayasa', 'Mahkemesi')"
10.542424100903288,1780,3747,1307,"('Yapılmasına', 'Dair')"
10.53866393583715,518,4662,472,"('SORUŞTURMASI', 'VE')"
10.533836215295628,4102,2568,2052,"('esas', 'numaralı')"
10.52217785023438,1549,1460,437,"('Ayhan', 'Fırat')"
10.514952366237635,553,4966,528,"('Kaldırılması', 'Hakkında')"
10.49989464540905,2316,2469,1088,"('Konu', 'Yazılı')"
10.477359805580349,1233,2732,631,"('Şu', 'anda')"
10.475915509737927,656,3682,452,"('Heyetinizi', 'saygıyla')"
10.457917376475466,523,4966,480,"('Görevleri', 'Hakkında')"
10.450059573166948,1680,3682,1137,"('hepinizi', 'saygıyla')"
10.438792465022537,3960,648,468,"('Anayasa', 'Mahkemesinin')"
10.396552311868016,471,5634,470,"('Üyelerinden', 'Kurulu')"
10.34149021966098,978,4966,828,"('Yapılması', 'Hakkında')"
10.335208662370322,3410,869,503,"('Cumhuriyeti', 'Arasında')"
10.334019741782214,1421,2502,603,"('Kur', 'an')"
10.328895960818318,3081,918,478,"('İsmail', 'Kahraman')"
10.299938718027462,2237,1263,468,"('hukuk', 'devleti')"
10.282014604135494,2352,1814,698,"('Zeki', 'Ünal')"
10.241549950538296,3741,1346,801,"('doğru', 'mudur')"
10.213206992559055,1092,3640,620,"('Ergül', 'ün')"
10.212363023604544,4128,1209,778,"('Avrupa', 'Birliği')"
10.21074924655002,5811,515,466,"('şu', 'andaki')"
10.198948231582351,1045,3984,643,"('Söz', 'konusu')"
10.19832944256415,837,5634,728,"('Koordinasyon', 'Kurulu')"
10.188391953191495,6502,3530,3519,"('edenler', 'Etmeyenler')"
10.185390831206194,5968,656,599,"('Yüce', 'Heyetinizi')"
10.165577995777612,6596,1094,1089,"('uygun', 'görüldüğüne')"
10.14814710394315,3188,2453,1166,"('Bilgilerinize', 'sunulmuştur')"
10.138452028875308,4305,745,475,"('Bütçe', 'komisyonlarına')"
10.113586393889046,1615,2416,568,"('Anayasaya', 'aykırı')"
10.11069496987022,6137,535,477,"('kanun', 'hükmünde')"
10.106832735385755,800,4650,539,"('görülmüş', 'olduğunu')"
10.104137864962722,2483,3985,1431,"('meydana', 'gelen')"
10.09853117964176,3761,849,460,"('gereken', 'tedbirlerin')"
10.087515541573438,2617,1454,544,"('Diğer', 'taraftan')"
10.074634664765558,2831,2286,917,"('saat', 'te')"
10.067605465913989,4170,733,431,"('Refah', 'Partili')"
10.03919935539576,3837,5887,3123,"('oylarınıza', 'sunuyorum')"
10.026182427029655,6596,800,723,"('uygun', 'görülmüş')"
10.00509901893323,7211,6877,6696,"('Başkanlığa', 'geliş')"
9.972580669151458,1477,3513,685,"('Ceza', 'Kanununun')"
9.96600659455966,745,7211,706,"('komisyonlarına', 'Başkanlığa')"
9.960966344953912,1859,3093,753,"('talebi', 'Yok')"
9.957222179328724,842,3837,422,"('Önergeyi', 'oylarınıza')"
9.943046744654819,7170,482,447,"('Ahmet', 'Denizolgun')"
9.902124150160677,1801,5887,1333,"('saygılar', 'sunuyorum')"
9.882550588113817,1328,3242,534,"('Geçici', 'Madde')"
9.87440474761528,6933,1994,1705,"('Millî', 'Savunma')"
9.8729323242692,1813,4920,1099,"('maddeyi', 'okutuyorum')"
9.859881189862275,4735,2771,1602,"('Sosyal', 'Güvenlik')"
9.8515155998685,2654,1344,433,"('yasa', 'tasarısı')"
9.851492882375013,5634,696,476,"('Kurulu', 'Karma')"
9.835705255807108,7097,1765,1504,"('Soru', 'Önergesi')"
9.835571724643112,2314,1609,447,"('kısa', 'zamanda')"
9.830368037015562,2817,2831,954,"('günü', 'saat')"
9.830362717451631,7170,506,434,"('Ahmet', 'Kabil')"
9.770029861470672,5554,1221,778,"('Başbakan', 'Yardımcısı')"
9.764381791282384,1414,3150,509,"('yurt', 'dışında')"
9.758657634152867,2800,2074,661,"('TBMM', 'Başkanlığının')"
9.757290810248731,8683,873,862,"('Meclis', 'Araştırması')"
9.753567249856372,2460,1921,536,"('Hüseyin', 'Yıldız')"
9.75347749645394,2275,2275,587,"('ayrı', 'ayrı')"
9.744976608858677,8683,524,513,"('Meclis', 'Soruşturması')"
9.743281451375157,4650,1035,542,"('olduğunu', 'bilgilerinize')"
9.719714590674098,8683,2264,2178,"('Meclis', 'araştırması')"
9.704658071230263,7038,727,561,"('Bir', 'Maddesinde')"
9.703292172982817,5811,2732,1739,"('şu', 'anda')"
9.700073922704624,1292,3640,514,"('Esengün', 'ün')"
9.699932841155814,1527,3967,662,"('teklifi', 'üzerine')"
9.6776442133283,7097,584,446,"('Soru', 'Önergeleri')"
9.666325816792424,6137,1691,1108,"('kanun', 'tasarısının')"
9.654838918795374,3179,4327,1457,"('Üniversitesi', 'Malî')"
9.652078629361627,9314,2934,2889,"('Başkanlığına', 'Aşağıdaki')"
9.648618097450539,8773,709,656,"('Mustafa', 'Ünaldı')"
9.636720042200526,6933,5531,4011,"('Millî', 'Eğitim')"
9.62578464697368,9612,1830,1826,"('Kanun', 'Hükmünde')"
9.624778545837072,8683,937,844,"('Meclis', 'soruşturması')"
9.614126504054484,3767,2083,808,"('maddesi', 'gereğince')"
9.604807619548192,6877,9524,6701,"('geliş', 'tarihi')"
9.60085000714642,8773,839,751,"('Mustafa', 'Kalemli')"
9.599995187195535,2914,2588,769,"('Başkanlığı', 'Sayı')"
9.599263711050659,7207,727,534,"('yer', 'almaktadır')"
9.59374233663725,4884,1573,780,"('genel', 'görüşme')"
9.584344063770555,585,9524,562,"('bitiş', 'tarihi')"
9.57111133155536,1397,3230,451,"('Kul', 'un')"
9.560985042344031,1720,6596,1126,"('etmesinin', 'uygun')"
9.548153689765645,2499,5634,1385,"('Bakanlar', 'Kurulu')"
9.544791669132948,9314,745,681,"('Başkanlığına', 'Görüşülmekte')"
9.544283790484565,9612,1702,1605,"('Kanun', 'Teklifi')"
9.543851521815537,4662,1181,540,"('VE', 'MECLİS')"
9.528073869245825,4170,1587,642,"('Refah', 'Partisinin')"
9.51821970220606,1510,3093,450,"('isteyen', 'Yok')"
9.514657454524029,4305,1351,559,"('Bütçe', 'Komisyonunda')"
9.503141484444997,10089,526,506,"('Mehmet', 'Elkatmış')"
9.498703300924982,602,9524,545,"('Dağıtma', 'tarihi')"
9.477614892289036,7784,1477,1077,"('son', 'derece')"
9.476958422833373,764,10582,757,"('toplanmak', 'üzere')"
9.472895797476745,5345,1609,803,"('aynı', 'zamanda')"
9.47233674886717,1238,5634,651,"('Danışma', 'Kurulu')"
9.46767233520008,9524,509,451,"('tarihi', 'GÜNDEME')"
9.442108145094709,3272,2976,890,"('trilyon', 'lira')"
9.430227702536307,804,10071,734,"('Rica', 'ediyorum')"
9.423462467594348,2664,3761,904,"('alınması', 'gereken')"
9.419073823267357,10089,638,579,"('Mehmet', 'Sağlam')"
9.407882548452584,2469,7097,1564,"('Yazılı', 'Soru')"
9.401082107302807,8773,979,763,"('Mustafa', 'Taşar')"
9.374649032472972,7207,5415,3404,"('yer', 'alan')"
9.372180935054233,3767,2067,678,"('maddesi', 'uyarınca')"
9.371080942381198,2215,8219,1584,"('Anavatan', 'Partisi')"
9.350894125170008,1265,4920,534,"('önergeyi', 'okutuyorum')"
9.349348307741652,10089,510,441,"('Mehmet', 'Ağar')"
9.342066335174588,2484,8219,1741,"('Yol', 'Partisi')"
9.33102180553645,3334,2800,790,"('İlgi', 'TBMM')"
9.3305615296917,3190,1623,438,"('ilk', 'defa')"
9.330066108988433,1235,7066,738,"('Akarcalı', 'nın')"
9.311665564575836,10089,514,433,"('Mehmet', 'Aykaç')"
9.311578215113704,7170,1181,707,"('Ahmet', 'Cemil')"
9.310884574102705,3410,1880,535,"('Cumhuriyeti', 'Hükümeti')"
9.297588422484232,4644,1750,672,"('siyasî', 'parti')"
9.285097550927068,6593,1310,708,"('yılı', 'bütçesinin')"
9.276839235338919,8219,721,483,"('Partisi', 'Grubunun')"
9.27341829134595,6670,1499,813,"('Ali', 'Rıza')"
9.258815046907552,4869,3692,1447,"('sosyal', 'güvenlik')"
9.245805855806246,1163,7211,669,"('Komisyonuna', 'Başkanlığa')"
9.242466750530973,835,6636,441,"('belirtmek', 'istiyorum')"
9.236945350823945,1846,3020,442,"('adı', 'altında')"
9.230440905540094,6137,1344,651,"('kanun', 'tasarısı')"
9.228379642250346,3863,2332,710,"('görev', 'yapan')"
9.219506188640626,5968,2706,1265,"('Yüce', 'Meclisin')"
9.218242966606356,9612,2656,1998,"('Kanun', 'Tasarısı')"
9.198941391036598,4920,1216,462,"('okutuyorum', 'MADDE')"
9.19828289520368,5032,1380,536,"('ortaya', 'çıkan')"
9.195730706750767,4560,2479,871,"('milyar', 'dolar')"
9.18646510988358,4211,1309,422,"('Yılmaz', 'Ateş')"
9.18474384198986,9582,1156,847,"('Türk', 'Silahlı')"
9.178083873066347,5968,1530,695,"('Yüce', 'Meclise')"
9.162745570002826,8751,742,489,"('kabul', 'edilmemiştir')"
9.151676126730788,10672,1309,1044,"('ederim', 'Saygılarımla')"
9.14865205997836,9997,2189,1632,"('her', 'türlü')"
9.140963096716362,10089,628,470,"('Mehmet', 'Gözlükaya')"
9.138463961377852,6499,5818,2800,"('Bakanından', 'sözlü')"
9.13057494919342,3221,6593,1564,"('malî', 'yılı')"
9.127218123555535,593,10672,465,"('Arz', 'ederim')"
9.115359776750877,9314,3334,2263,"('Başkanlığına', 'İlgi')"
9.112892196518612,853,9024,560,"('şahsım', 'adına')"
9.111505250001262,9046,6201,4077,"('Değerli', 'arkadaşlarım')"
9.105310604820248,4828,9024,3153,"('Grubu', 'adına')"
9.09522135096358,2453,3188,562,"('sunulmuştur', 'Bilgilerinize')"
9.092261302889561,536,11212,431,"('değiştirilmesini', 'arz')"
9.083795733173137,666,9582,455,"('Sami', 'Türk')"
9.081528850318417,3843,2588,708,"('Müdürlüğü', 'Sayı')"
9.077126607467997,2299,3279,535,"('yapılmış', 'mıdır')"
9.071156438949123,13940,2167,2135,"('tarafından', 'kapatıldı')"
9.068267682727202,2960,8219,1716,"('Halk', 'Partisi')"
9.067707423006153,14022,2646,2616,"('Kabul', 'etmeyenler')"
9.067589930059466,1075,5634,427,"('Yönetim', 'Kurulu')"
9.055604096722158,2143,10071,1509,"('rica', 'ediyorum')"
9.055025325888442,3772,10071,2655,"('teşekkür', 'ediyorum')"
9.050892916669884,3747,9612,2510,"('Dair', 'Kanun')"
9.03740653404536,2470,7066,1205,"('Dumankaya', 'nın')"
9.022622481613121,9612,1259,827,"('Kanun', 'Tasarısının')"
9.019730689049771,2253,13940,2142,"('cihaz', 'tarafından')"
9.01793365795496,1621,11212,1238,"('saygılarımla', 'arz')"
9.015109420451342,6244,2205,936,"('devam', 'etmektedir')"
9.005622630334083,8219,4828,2680,"('Partisi', 'Grubu')"
9.000027676908076,460,14864,460,"('Kaldı', 'ki')"
8.997655755544173,4170,8219,2302,"('Refah', 'Partisi')"
8.978852411173795,4004,10582,2809,"('olmak', 'üzere')"
8.964696313912087,895,7829,460,"('boş', 'bulunan')"
8.961173598848761,1749,4828,553,"('Parti', 'Grubu')"
8.951905860819126,2409,14609,2290,"('GNS', 'sayılı')"
8.947182796327501,6815,1500,663,"('Bakanlığı', 'Araştırma')"
8.944363908036916,3530,14022,3204,"('Etmeyenler', 'Kabul')"
8.943957262041993,999,6636,429,"('söylemek', 'istiyorum')"
8.926071302412716,614,11212,440,"('delaletlerinizi', 'arz')"
8.917834072366794,14022,6502,5794,"('Kabul', 'edenler')"
8.913493724944757,13502,9314,7968,"('Meclisi', 'Başkanlığına')"
8.899665649565218,986,10634,658,"('ondan', 'sonra')"
8.8966438708457,906,9024,512,"('gruplar', 'adına')"
8.89231298386191,14726,1502,1381,"('sıralarından', 'Bravo')"
8.890024275277641,2568,8683,1390,"('numaralı', 'Meclis')"
8.887738859224612,15493,1959,1889,"('Millet', 'Meclisinin')"
8.884431772881937,1013,14864,935,"('yazık', 'ki')"
8.882365258602878,2074,4440,571,"('Başkanlığının', 'tarih')"
8.86921409178381,15493,458,436,"('Millet', 'Meclisine')"
8.858623659352563,4456,5953,1618,"('mümkün', 'değildir')"
8.845605759258452,16161,15493,15135,"('Büyük', 'Millet')"
8.845412900301513,1740,5344,562,"('iddia', 'edilen')"
8.83840951548621,14609,2341,2057,"('sayılı', 'yazısı')"
8.826765776341057,4327,6217,1605,"('Başbakandan', 'sorusu')"
8.8087396363382,15493,551,503,"('Millet', 'Meclisinde')"
8.799690177357938,14726,11348,9785,"('sıralarından', 'alkışlar')"
8.786235666171356,9582,1477,821,"('Türk', 'Ceza')"
8.782319964055807,14726,2337,1991,"('sıralarından', 'gürültüler')"
8.778158009471907,8773,1397,707,"('Mustafa', 'Kul')"
8.766669071192187,3179,3221,586,"('Üniversitesi', 'malî')"
8.765367887248653,3569,2656,542,"('Kanunu', 'Tasarısı')"
8.756628244025926,4361,10672,2645,"('Teşekkür', 'ederim')"
8.75595953813588,15493,13502,11883,"('Millet', 'Meclisi')"
