I(w1;w2),C(w1),C(w2),C(w1;w2),collocation
6.9284775630985616,146,484,83,"('CHP', 'sıralarından')"
6.890104078960926,112,484,62,"('MHP', 'sıralarından')"
6.731902828467106,816,55,46,"('Türkiye', 'Cumhuriyeti')"
6.5228588223886605,420,145,54,"('Başkan', 'değerli')"
6.496347950161137,178,484,75,"('HDP', 'sıralarından')"
6.4205650819224775,1051,91,79,"('Sayın', 'Başkanım')"
6.347057254609679,435,123,42,"('Milletvekili', 'Ahmet')"
6.19110422640855,1051,420,311,"('Sayın', 'Başkan')"
6.13720512989091,210,435,62,"('İzmir', 'Milletvekili')"
5.987149053328779,1051,56,36,"('Sayın', 'Baluken')"
5.954930048067055,79,783,37,"('hem', 'de')"
5.9416952130239205,816,275,133,"('Türkiye', 'nin')"
5.940006589926682,1204,94,67,"('bu', 'konuda')"
5.5976825395921965,230,419,45,"('Partisi', 'olarak')"
5.590393690371737,381,435,77,"('İstanbul', 'Milletvekili')"
5.441574853393968,144,696,42,"('ya', 'da')"
5.428854503069703,1051,268,117,"('Sayın', 'milletvekilleri')"
5.365102387523465,486,1051,203,"('BAŞKAN', 'Sayın')"
5.334573283825009,70,2570,70,"('sorusu', 've')"
5.334573283825009,38,2570,38,"('Radyo', 've')"
5.3100323292668765,355,486,66,"('alkışlar', 'BAŞKAN')"
5.20904240174115,2570,72,66,"('ve', 'Kalkınma')"
5.205119705008756,89,1990,63,"('böyle', 'bir')"
5.191674173943805,1990,77,54,"('bir', 'şey')"
5.183566153594851,1990,76,53,"('bir', 'kez')"
4.85883985285861,89,2570,64,"('Adalet', 've')"
4.66692409640907,420,486,50,"('Başkan', 'BAŞKAN')"
4.4448389440750695,1990,134,56,"('bir', 'şekilde')"
4.424280323458239,216,1051,47,"('ediyorum', 'Sayın')"
4.19768228274528,142,1990,50,"('büyük', 'bir')"
4.1869976867343315,103,1990,36,"('yeni', 'bir')"
4.09213850039289,1990,110,36,"('bir', 'yıl')"
3.408483791068832,381,1051,41,"('İstanbul', 'Sayın')"
3.2594751380055533,816,783,59,"('Türkiye', 'de')"
2.904585443080193,2570,194,36,"('ve', 'Suriye')"
1.0551499174521815,2570,1204,62,"('ve', 'bu')"
0.7914309587984791,2570,816,35,"('ve', 'Türkiye')"
