('yazılı', 'soru', 'önergesi'),18795.0, 0.0011196756651972574
('say', 'ba', 'kan'),18580.0, 0.0011068674572686907
('türkiye', 'büyük', 'millet'),15791.0, 0.0009407181925581215
('başkanlığa', 'geliş', 'tarihi'),15364.0, 0.0009152804958813867
('kabul', 'edenler', 'kabul'),15139.0, 0.0009018765573514914
('edenler', 'kabul', 'etmeyenler'),15128.0, 0.0009012212536900298
('önergesi', 'başkanlığa', 'geliş'),14050.0, 0.0008370014948667979
('soru', 'önergesi', 'başkanlığa'),13250.0, 0.0007893430467605034
('bakanından', 'yazılı', 'soru'),13172.0, 0.0007846963480701396
('sunuyorum', 'kabul', 'edenler'),12880.0, 0.0007673010145113422
