I(w1;w2),C(w1),C(w2),C(w1;w2),collocation
11.776242088428134,5778,5820,5778,"('OKTAY', 'VURAL')"
11.01172912471503,8098,8218,6731,"('Cumhuriyet', 'Halk')"
10.928557947993447,8915,9004,7664,"('saygıyla', 'selamlıyorum')"
10.80025709170691,11162,11414,11129,"('Mikrofon', 'otomatik')"
10.775908695012351,11414,11353,11130,"('otomatik', 'cihaz')"
10.661042870434676,11212,8239,7327,"('Komisyonu', 'Raporu')"
10.34372096583792,10484,9834,6563,"('teklif', 'ederiz')"
10.322569744546835,15623,15679,15366,"('Başkanlığa', 'geliş')"
10.016026387662427,19378,7075,6954,"('tarafından', 'kapatıldı')"
10.010456753915573,7778,16453,6466,"('Hareket', 'Partisi')"
9.976153568841616,19849,16266,15930,"('sıralarından', 'alkışlar')"
9.856992438259466,16968,18139,13982,"('Te', 'ekk')"
9.787109801961094,9467,20035,8209,"('oylarınıza', 'sunuyorum')"
9.76845795116376,23277,12343,12275,"('AK', 'PARTİ')"
9.762497133370179,15215,20347,13172,"('Bakanından', 'yazılı')"
9.735670436903273,21026,8378,7357,"('Meclisi', 'Başkanlığına')"
9.704737821202395,24431,8436,8425,"('edenler', 'Etmeyenler')"
9.625817268740672,16453,10624,6765,"('Partisi', 'Grubu')"
9.620645522763656,16809,24606,15950,"('Büyük', 'Millet')"
9.492132753756907,15679,27783,15367,"('geliş', 'tarihi')"
9.400804961896426,27157,15623,14049,"('önergesi', 'Başkanlığa')"
9.395861997120319,28286,25643,23936,"('ili', 'kin')"
9.389602013769851,10904,26131,9362,"('edilmi', 'tir')"
9.366844704474696,24606,21026,16733,"('Millet', 'Meclisi')"
9.332301894770207,11353,19378,6947,"('cihaz', 'tarafından')"
9.323066306470475,12343,19849,7687,"('PARTİ', 'sıralarından')"
9.210861483699409,18566,18080,9744,"('kanl', 'geli')"
9.06984900214432,18661,18009,8847,"('yer', 'alan')"
8.935906157621075,19003,25104,11445,"('De', 'erli')"
8.89233363475811,42835,38785,38672,"('BA', 'KAN')"
8.83425947155558,12632,37201,10507,"('Dair', 'Kanun')"
8.790306903358369,20347,42759,18869,"('yazılı', 'soru')"
8.72772087754964,19619,22060,8988,"('Teşekkür', 'ederim')"
8.63998141056976,42759,14294,11944,"('soru', 'nergesi')"
8.633018068908322,42759,27157,22583,"('soru', 'önergesi')"
8.628285326463637,18080,27783,9737,"('geli', 'tarihi')"
8.594504086223456,18139,22060,7577,"('ekk', 'ederim')"
8.584267003320203,25104,22373,10560,"('erli', 'arkada')"
8.583128881167703,37201,10810,7555,"('Kanun', 'Tasarısı')"
8.547670535326448,52795,10829,10480,"('ndan', 'alk')"
8.539275049285523,12948,52795,12458,"('ralar', 'ndan')"
8.464142158980675,57613,15365,15314,"('Kabul', 'etmeyenler')"
8.454155865944532,8436,57613,8350,"('Etmeyenler', 'Kabul')"
8.446975197205363,54968,16809,15795,"('Türkiye', 'Büyük')"
8.390531587910093,13520,52795,11734,"('taraf', 'ndan')"
8.357824776182351,57613,24431,22620,"('Kabul', 'edenler')"
8.293141432122658,19619,26358,7946,"('Teşekkür', 'ediyorum')"
8.273166909880434,17103,26822,6952,"('di', 'er')"
8.245482536749238,14674,42759,9328,"('yaz', 'soru')"
8.22922529901234,63359,18566,17292,"('Ba', 'kanl')"
8.199700050421233,35767,18677,9621,"('le', 'ri')"
8.119675763161093,30453,19536,8106,"('Başkan', 'değerli')"
8.100017385971524,57613,13659,10577,"('Kabul', 'edilmiştir')"
8.086855403626771,10829,73994,10672,"('alk', 'lar')"
8.008988536623452,63359,35789,28614,"('Ba', 'kan')"
7.973189731663133,38785,16968,8101,"('KAN', 'Te')"
7.917314187177287,22373,73994,19604,"('arkada', 'lar')"
7.832108790918268,20035,57613,12885,"('sunuyorum', 'Kabul')"
7.790697837667716,15365,57613,9602,"('etmeyenler', 'Kabul')"
7.778400459002625,24431,57613,15138,"('edenler', 'Kabul')"
7.757839815546499,19536,46028,9534,"('değerli', 'milletvekilleri')"
7.753553699908752,57613,10904,6641,"('Kabul', 'edilmi')"
7.675856255359961,31236,24606,7699,"('rkiye', 'Millet')"
7.643432080271277,54968,11947,6432,"('Türkiye', 'Cumhuriyeti')"
7.587112994745809,25104,46028,10884,"('erli', 'milletvekilleri')"
7.579217454500229,37660,17758,6265,"('yap', 'lan')"
7.548078491253369,14294,63359,8303,"('nergesi', 'Ba')"
7.473773875604519,52795,14674,6746,"('ndan', 'yaz')"
7.44477405241181,19034,46028,7477,"('Değerli', 'milletvekilleri')"
7.398299036320251,61821,19619,10023,"('BAŞKAN', 'Teşekkür')"
7.393352421756111,15212,78991,9896,"('ad', 'na')"
7.208016937955297,115708,30453,25521,"('Sayın', 'Başkan')"
7.140461519578793,16266,61821,6950,"('alkışlar', 'BAŞKAN')"
6.569723990972534,78991,28286,10397,"('na', 'ili')"
6.494692027747507,37767,52795,8808,"('Bakan', 'ndan')"
6.463962513419902,74624,63359,20446,"('Say', 'Ba')"
6.365154133780565,88575,16515,5907,"('Milletvekili', 'Mehmet')"
6.285368754659095,22567,78991,6811,"('lmas', 'na')"
6.235036432187564,54968,38324,7773,"('Türkiye', 'nin')"
6.176991271882637,60359,40840,8737,"('ne', 'kadar')"
6.157495040728995,74624,37767,9855,"('Say', 'Bakan')"
5.673918866991584,237816,14443,8590,"('bu', 'konuda')"
5.6399191988929065,215639,25104,13223,"('de', 'erli')"
5.619011180427402,38785,74624,6968,"('KAN', 'Say')"
5.596435166519811,215639,20695,10577,"('de', 'il')"
5.309783940648344,8952,462976,8053,"('sorusu', 've')"
5.284014454029421,26358,115708,5821,"('ediyorum', 'Sayın')"
5.271620919131021,61821,115708,13536,"('BAŞKAN', 'Sayın')"
5.2149640528916805,350532,9770,6231,"('bir', 'şey')"
