I(w1;w2),C(w1),C(w2),C(w1;w2),collocation
13.095409387122665,3293,2526,2526,"('SE', 'YİN')"
13.067546507945972,2614,3293,2564,"('HÜ', 'SE')"
12.893624922904484,3755,2576,2554,"('KE', 'MAL')"
12.873488279786413,3822,3721,3703,"('DO', 'ĞAN')"
12.808480585941513,3047,4011,3042,"('ÜMMET', 'KANDOĞAN')"
12.746523668057922,4137,3981,3927,"('GRUBU', 'ADINA')"
12.406664936195458,4365,3659,3009,"('fon', 'oto')"
12.381340150099279,4104,3854,2928,"('pro', 'je')"
12.24021822393159,3114,5584,2919,"('sos', 'yal')"
12.146538393415959,3932,5980,3699,"('HALUK', 'KOÇ')"
12.079590428263465,3937,6525,3858,"('eko', 'no')"
12.030424059144025,5207,6343,4794,"('İz', 'mir')"
12.020973447973981,6626,6896,6589,"('Mikrofon', 'otomatik')"
12.002795353429534,6896,6820,6697,"('otomatik', 'cihaz')"
11.98395031879816,4567,6241,4006,"('lüt', 'fen')"
11.891333300983945,4912,4405,2852,"('teklif', 'ederiz')"
11.889246908809403,7117,3082,2887,"('Başkanlığına', 'Görüşülmekte')"
11.816737608932396,7151,4279,3830,"('almış', 'bulunuyorum')"
11.757354529040963,8056,3280,3174,"('Tabiî', 'Kaynaklar')"
11.75177630904765,3176,8031,3052,"('Mik', 'ro')"
11.738603130366304,8052,5167,4933,"('Değişiklik', 'Yapılmasına')"
11.691826783689834,3564,8509,3481,"('efen', 'dim')"
11.683933001926107,8052,3144,2890,"('Değişiklik', 'Yapılması')"
11.67747030012678,6506,7548,5581,"('Malî', 'Yılı')"
11.66966809399685,8732,2776,2740,"('Kemal', 'DEMİREL')"
11.52045252037575,5681,8854,5127,"('MEH', 'MET')"
11.51912859530023,7136,3970,2885,"('Da', 'ir')"
11.493014984576693,5466,9432,5156,"('Raporu', 'Sayısı')"
11.47525829906019,5604,6008,3326,"('Mü', 'dür')"
11.472693034034549,9959,3846,3777,"('say', 'gıy')"
11.443586815786801,7378,9220,6574,"('ger', 'çek')"
11.440502153386547,10264,5295,5241,"('KA', 'NI')"
11.437638579739847,8594,5466,4521,"('Komisyonu', 'Raporu')"
11.398519458324774,9371,3207,2815,"('dö', 'nem')"
11.389868223734624,4145,9271,3578,"('Ensar', 'ÖĞÜT')"
11.382785217673318,7867,7108,5181,"('En', 'sar')"
11.305712472884093,8031,4365,3079,"('ro', 'fon')"
11.26638014176027,4859,8052,3344,"('Kanununda', 'Değişiklik')"
11.255608523646117,10576,3872,3474,"('Cum', 'hur')"
11.213537619693309,11644,3820,3665,"('Meclis', 'araştırması')"
11.144994568285885,7764,4421,2697,"('Sosyal', 'Güvenlik')"
11.132445517247719,7108,9271,5133,"('sar', 'ÖĞÜT')"
11.129125361799469,10543,10240,8390,"('saygıyla', 'selamlıyorum')"
11.117239922323144,3144,10948,2653,"('Yapılması', 'Hakkında')"
11.102654330924844,5167,9872,3892,"('Yapılmasına', 'Dair')"
10.951833073939653,5414,9401,3498,"('Ke', 'mal')"
10.9254042101477,10989,9270,6874,"('uy', 'gu')"
10.920663115230896,4988,10543,3537,"('hepinizi', 'saygıyla')"
10.860057671974685,12234,12928,10200,"('şek', 'kür')"
10.843598903540489,15422,2575,2532,"('rü', 'şül')"
10.819560912656037,4192,10203,2682,"('Bakanlar', 'Kurulu')"
10.81612563754097,12833,5943,4771,"('An', 'tal')"
10.814214433129434,14502,7117,6448,"('Meclisi', 'Başkanlığına')"
10.805480604125162,10989,4093,2793,"('uy', 'gun')"
10.781926025402287,6948,7407,3144,"('kay', 'nak')"
10.771427928470413,3182,15877,3064,"('Eği', 'tim')"
10.76952292895518,4904,15847,4707,"('Maddeyi', 'oylarınıza')"
10.730471917339106,15112,3931,3502,"('şe', 'hir')"
10.726440043609431,4709,10093,2794,"('talebi', 'Yok')"
10.70458950692976,12719,10917,8040,"('Ko', 'mis')"
10.674612307891845,10252,12234,7113,"('Te', 'şek')"
10.673143317225193,4177,16586,3925,"('Meh', 'met')"
10.661971112896955,14441,8737,7093,"('Millî', 'Eğitim')"
10.650043092246296,5980,8506,2836,"('KOÇ', 'Samsun')"
10.64534920717353,2929,15672,2551,"('çift', 'çi')"
10.604291565590737,15424,6819,5681,"('Avrupa', 'Birliği')"
10.57367089918947,18445,3816,3722,"('Millet', 'Meclisinin')"
10.54094635819894,5985,9939,3075,"('alınması', 'gereken')"
10.518566688906983,9271,18454,8708,"('ÖĞÜT', 'ün')"
10.510555152244988,19342,18445,18058,"('Büyük', 'Millet')"
10.50097952200029,6963,8246,2887,"('muş', 'tur')"
10.487003278604254,13910,4448,3081,"('gü', 'ven')"
10.483029078963362,13927,17961,12422,"('Cumhuriyet', 'Halk')"
10.455436329773857,20427,6017,5988,"('edenler', 'Etmeyenler')"
10.446781208577574,15398,4868,3630,"('kanun', 'tasarısının')"
10.441816037758237,14157,7908,5403,"('bü', 'tün')"
10.402806612517491,9601,10264,4629,"('BA', 'KA')"
10.395114352679279,9790,6753,3089,"('Ma', 'lat')"
10.386969859168492,5510,16586,4246,"('hiz', 'met')"
10.368150605389163,20758,20160,19191,"('Başkanlığa', 'geliş')"
10.350776857421748,7850,18182,6467,"('Bü', 'yük')"
10.349794010041123,3872,20089,3522,"('hur', 'baş')"
10.295464760976028,18445,14502,11664,"('Millet', 'Meclisi')"
10.29489737549955,13043,5604,3186,"('nel', 'Mü')"
10.292595897653634,3375,22856,3357,"('Büt', 'çe')"
10.288225015128537,11347,9043,4452,"('ede', 'rim')"
10.275428290449133,15082,9661,6266,"('Partisi', 'Grubu')"
10.26285621364995,20160,22517,19352,"('geliş', 'tarihi')"
10.260669424368507,22465,19110,18274,"('sıralarından', 'alkışlar')"
10.256185323320103,15847,21362,14365,"('oylarınıza', 'sunuyorum')"
10.25336376580315,14640,7561,4688,"('Mec', 'lis')"
10.247548201908087,4706,22856,4537,"('büt', 'çe')"
10.239735209543687,14938,13043,8174,"('Ge', 'nel')"
10.226889330253789,2900,24041,2899,"('Üni', 'ver')"
10.22185588718328,19948,22488,18588,"('iliş', 'kin')"
10.219510308768424,10576,15693,6866,"('Cum', 'hu')"
10.205569272957495,4289,15877,2790,"('eği', 'tim')"
10.195060250848982,11345,5810,2681,"('sosyal', 'güvenlik')"
10.192492630244441,5189,24041,5065,"('üni', 'ver')"
10.18906349339171,24282,6686,6576,"('tarafından', 'kapatıldı')"
10.179748456347491,23923,2686,2586,"('dü', 'şün')"
10.165735186798162,9959,7795,3094,"('say', 'gı')"
10.161531631944992,6820,24282,6581,"('cihaz', 'tarafından')"
10.135912644197273,25607,3333,3332,"('Kanun', 'Hükmünde')"
10.090862930099151,4127,21362,3336,"('saygılar', 'sunuyorum')"
10.034298288078263,25607,3778,3520,"('Kanun', 'Teklifi')"
10.030547369199665,25609,3879,3605,"('Genel', 'Kurulun')"
10.026016310549263,22488,6661,5419,"('kin', 'İçiş')"
10.00374980995617,3924,18543,2592,"('Hak', 'kın')"
9.977264541244693,25609,3968,3554,"('Genel', 'Müdürlüğü')"
9.971383383691327,8850,18763,5784,"('olmak', 'üzere')"
9.970056135340888,3303,23646,2718,"('rica', 'ediyorum')"
9.960802351691589,12940,16523,7393,"('maddeyi', 'okutuyorum')"
9.95134302314051,9661,19860,6591,"('Grubu', 'adına')"
9.947540538227308,17961,15082,9281,"('Halk', 'Partisi')"
9.931386583148747,14980,7379,3745,"('he', 'pi')"
9.930829903084858,23923,7924,6420,"('dü', 'zen')"
9.928694729261254,21851,17164,12683,"('Teşekkür', 'ederim')"
9.902621673319745,29594,17434,17135,"('AK', 'Parti')"
9.877245369552497,20823,14081,9568,"('ça', 'lış')"
9.857664301985182,19425,4137,2587,"('CHP', 'GRUBU')"
9.833479387913934,10917,17338,5992,"('mis', 'yon')"
9.829328163466803,4866,24401,3748,"('des', 'tek')"
9.828849444371379,9872,25607,7977,"('Dair', 'Kanun')"
9.792223302680988,31734,3668,3581,"('ci', 'haz')"
9.787834619566127,24401,3605,2698,"('tek', 'lif')"
9.773357987249488,18706,22866,12988,"('Bakanından', 'yazılı')"
9.763762150254275,6672,15185,3056,"('oku', 'tu')"
9.73219290265471,17434,22465,11558,"('Parti', 'sıralarından')"
9.719491819130601,25748,9274,6985,"('al', 'kış')"
9.719303854291638,25607,8644,6474,"('Kanun', 'Tasarısı')"
9.714367871447436,5846,17406,2966,"('ban', 'cı')"
9.696308346881494,20286,5569,3252,"('lü', 'ğü')"
9.692904490009902,28397,30965,25252,"('BAŞ', 'KAN')"
9.655178174034575,28877,20758,16770,"('önergesi', 'Başkanlığa')"
9.653178797776135,9369,26170,6850,"('sıra', 'sayılı')"
9.651881649089198,23923,5806,3877,"('dü', 'şü')"
9.640335927687223,12928,11347,4062,"('kür', 'ede')"
9.638620325020621,31246,28877,24955,"('soru', 'önergesi')"
9.628709838211956,34877,6810,6524,"('gö', 'rüş')"
9.615926773884011,22866,31246,19452,"('yazılı', 'soru')"
9.603435357529305,15334,34783,14396,"('ül', 'ke')"
9.598642847979745,16250,8560,3742,"('hi', 'Ar')"
9.595694059721911,25470,7868,5380,"('şu', 'anda')"
9.59132063229187,12841,21010,7221,"('yu', 'run')"
9.570097545484343,5782,22866,3487,"('Başbakandan', 'yazılı')"
9.558224633508456,24251,4685,2972,"('va', 'kıf')"
9.555461716990202,34877,5748,5234,"('gö', 'rev')"
9.535519643771293,3701,36044,3435,"('katılıyor', 'mu')"
9.531361224604263,14157,18182,6609,"('bü', 'yük')"
9.531280693414407,11761,27206,8215,"('İs', 'tan')"
9.528125483403807,5046,20260,2619,"('aşağıdaki', 'şekilde')"
9.519271018110903,18706,8833,4207,"('Bakanından', 'sözlü')"
9.48814281297434,30086,4722,3540,"('son', 'derece')"
9.484932396848672,8794,23646,5170,"('teşekkür', 'ediyorum')"
9.438852837284372,4213,35297,3581,"('bugüne', 'kadar')"
9.435065660199186,8389,18706,3769,"('İçişleri', 'Bakanından')"
9.434999591067907,10948,25607,6733,"('Hakkında', 'Kanun')"
9.388897796616014,12928,18502,5564,"('kür', 'edi')"
9.372873013190375,13693,22692,7148,"('Madde', 'üzerinde')"
9.371399448866214,18454,8260,3503,"('ün', 'cü')"
9.366041440032186,16523,9220,3488,"('okutuyorum', 'MADDE')"
9.363033949707361,8833,31246,6306,"('sözlü', 'soru')"
9.358602862866599,4163,29064,2756,"('Sağ', 'lık')"
9.33840705401224,42488,3132,2989,"('ha', 'zır')"
