('mil', 'let', 'li'),29549.0, 0.001234772452568821
('ar', 'ka', 'daş'),22557.0, 0.0009425957633962197
('başkanlığa', 'geliş', 'tarihi'),19192.0, 0.0008019815530035132
('yazılı', 'soru', 'önergesi'),19020.0, 0.0007947941401691758
('türkiye', 'büyük', 'millet'),17821.0, 0.0007446911867484166
('önergesi', 'başkanlığa', 'geliş'),16772.0, 0.0007008563259157422
('li', 'ar', 'ka'),16502.0, 0.0006895737592571892
('soru', 'önergesi', 'başkanlığa'),16349.0, 0.0006831803048173425
('sunuyorum', 'kabul', 'edenler'),14735.0, 0.0006157356285695481
('oylarınıza', 'sunuyorum', 'kabul'),14678.0, 0.0006133537533860758
