('sayın', 'başkan'),33819.0,1.8743822760656517e-06
('sıralarından', 'alkışlar'),31133.0,1.725514669790754e-06
('ilişkin', 'açıklaması'),21568.0,1.1953885886219533e-06
('ak', 'parti̇'),21487.0,1.1908992825503722e-06
('değerli', 'milletvekilleri'),20953.0,1.161303116596986e-06
('mikrofon', 'otomatik'),17059.0,9.454838839706075e-07
('tarafından', 'kapatıldı'),17059.0,9.454838839706075e-07
('otomatik', 'cihaz'),17052.0,9.450959192483722e-07
('cihaz', 'tarafından'),17043.0,9.445971074626409e-07
('başkan', 'sayın'),16789.0,9.305195303986707e-07
