('mikrofon', 'otomatik', 'cihaz'),17052.0,3.5217730004212332e-12
('otomatik', 'cihaz', 'tarafından'),17043.0,3.519914245300719e-12
('cihaz', 'tarafından', 'kapatıldı'),17037.0,3.518675075220376e-12
('parti̇', 'sıralarından', 'alkışlar'),13262.0,2.739030566337961e-12
('türkiye', 'büyük', 'millet'),13001.0,2.6851266678430447e-12
('tarafından', 'kapatıldı', 'başkan'),12492.0,2.5800037393606213e-12
('yılı', 'merkezî', 'yönetim'),11674.0,2.4110635517405375e-12
('başkan', 'değerli', 'milletvekilleri'),11065.0,2.285287788585732e-12
('sayın', 'başkan', 'değerli'),10752.0,2.220644416061177e-12
('chp', 'sıralarından', 'alkışlar'),10591.0,2.1873933522386423e-12
