('türkiye', 'büyük', 'millet'),339.0, 0.003984251043074573
('ak', 'parti̇', 'sıralarından'),258.0, 0.0030322618557912673
('büyük', 'millet', 'meclisi'),214.0, 0.0025151319268966327
('parti̇', 'sıralarından', 'alkışlar'),150.0, 0.0017629429394135276
('i̇dri̇s', 'baluken', 'diyarbakır'),111.0, 0.0013045777751660105
('büyük', 'millet', 'meclisinin'),84.0, 0.0009872480460715754
('başkan', 'sayın', 'milletvekilleri'),79.0, 0.0009284832814244579
('milliyetçi', 'hareket', 'partisi'),79.0, 0.0009284832814244579
('cumhuriyet', 'halk', 'partisi'),73.0, 0.0008579655638479167
('chp', 'sıralarından', 'alkışlar'),68.0, 0.0007992007992007992
