('türkiye', 'büyük'),342.0, 0.0040194626613073835
('büyük', 'millet'),340.0, 0.003995957031709094
('ak', 'parti̇'),325.0, 0.0038196648097219284
('sıralarından', 'alkışlar'),318.0, 0.0037373951061279178
('sayın', 'başkan'),312.0, 0.0036668782173330514
('parti̇', 'sıralarından'),258.0, 0.003032226218179254
('başkan', 'sayın'),225.0, 0.0026443833298074888
('millet', 'meclisi'),216.0, 0.0025386079966151893
('türkiye', 'nin'),133.0, 0.0015631243682862046
('oktay', 'vural'),131.0, 0.0015396187386879157
