I(w1;w2),C(w1),C(w2),C(w1;w2),collocation
14.126658558934535,846,850,843,"('BAŞKANLARININ', 'KONUŞMALARI')"
14.047384227145235,865,896,860,"('SEZGİN', 'TANRIKULU')"
13.892986612305187,1002,996,995,"('AR', 'GE')"
13.857478072943588,1027,1028,1027,"('CEYHUN', 'İRGİL')"
13.84870952562045,980,972,921,"('SU', 'İŞLERİ')"
13.802406690449912,1063,1068,1063,"('MUSA', 'ÇAM')"
13.705755686774623,1142,1072,1072,"('ERTUĞRUL', 'KÜRKCÜ')"
13.617549915881783,1214,1213,1213,"('GARO', 'PAYLAN')"
13.567333687716959,1118,1257,1118,"('Kodu', 'Açıklama')"
13.493505275858789,1321,1323,1321,"('AYTUĞ', 'ATICI')"
13.493274464390113,1236,1320,1233,"('HAKAN', 'ÇAVUŞOĞLU')"
13.48155967095288,1332,1334,1332,"('FETHİ', 'GÜRER')"
13.474009100232992,1340,1341,1340,"('BEKİR', 'BOZDAĞ')"
13.453008144758813,1244,1108,1013,"('sunuşlarda', 'okunmasına')"
13.44208976635824,854,1371,854,"('TANJU', 'ÖZCAN')"
13.391427407745422,1420,1105,1105,"('SİBEL', 'YİĞİTALP')"
13.376267600574415,1435,1422,1422,"('VELİ', 'AĞBABA')"
13.37124952580779,1335,1440,1335,"('ERHAN', 'USTA')"
13.239071247603821,1291,1275,1043,"('OKTAY', 'VURAL')"
13.226112146716845,1492,1586,1486,"('SATAŞMALARA', 'İLİŞKİN')"
13.209361843430896,1611,1332,1332,"('ÖMER', 'FETHİ')"
13.10342631385424,1522,1351,1186,"('Kâtip', 'Üye')"
13.098766375858991,1139,1663,1089,"('Uyarınca', 'Hazırlanan')"
13.095674557983855,1742,1605,1604,"('BAŞBAKAN', 'YARDIMCISI')"
13.076506992751883,1734,1363,1338,"('Birleşmiş', 'Milletler')"
13.044603485971994,1588,1641,1443,"('Elektronik', 'cihazla')"
13.010192952886282,1682,1038,944,"('Ayşe', 'Nur')"
12.966272111337661,1173,1788,1100,"('Sezgin', 'Tanrıkulu')"
