('yazılı', 'soru', 'önergesi'),69371.0, 0.003002168653665131
('başkanlığa', 'geliş', 'tarihi'),51190.0, 0.002215349546368339
('bakanından', 'yazılı', 'soru'),50126.0, 0.0021693028201066494
('önergesi', 'başkanlığa', 'geliş'),47122.0, 0.002039298717014434
('soru', 'önergesi', 'başkanlığa'),46200.0, 0.0019993973245207514
('türkiye', 'büyük', 'millet'),32106.0, 0.0013894513095468236
('büyük', 'millet', 'meclisi'),23833.0, 0.001031420702062837
('sayın', 'başkan', 'değerli'),15981.0, 0.0006916097108910418
('ak', 'parti̇', 'sıralarından'),14933.0, 0.0006462554166032118
('başkan', 'değerli', 'milletvekilleri'),14417.0, 0.0006239244854462267
