('le', 'ri'),90229
('la', 'rı'),78405
('baş', 'kan'),53728
('mil', 'let'),51493
('sa', 'yın'),49276
('yo', 'rum'),45008
('let', 've'),43497
('ma', 'sı'),37342
('la', 'rın'),34124
('ki', 'li'),33406
