('sayın', 'başkan'),42456.0,1.0638611927782648e-06
('sıralarından', 'alkışlar'),31198.0,7.817618838786215e-07
('başkan', 'sayın'),22884.0,5.73432371159521e-07
('ak', 'parti̇'),21340.0,5.34743320445269e-07
('teşekkür', 'ederim'),20606.0,5.163509867507994e-07
('değerli', 'milletvekilleri'),20489.0,5.134192387368308e-07
('ilişkin', 'açıklaması'),18360.0,4.600714479527359e-07
('büyük', 'millet'),17882.0,4.480938791435309e-07
('türkiye', 'büyük'),17852.0,4.47342148883539e-07
('kabul', 'edenler'),17014.0,4.263438169544307e-07
