('türkiye', 'büyük', 'millet'),17759.0, 0.001163861837626364
('yılı', 'merkezî', 'yönetim'),12867.0, 0.0008432575181450772
('teşekkür', 'ederim', 'sayın'),12839.0, 0.0008414224975102703
('büyük', 'millet', 'meclisi'),12177.0, 0.0007980373667873324
('chp', 'sıralarından', 'alkışlar'),12171.0, 0.0007976441480798737
('ak', 'parti̇', 'sıralarından'),11499.0, 0.0007536036528445048
('sıralarından', 'alkışlar', 'başkan'),11331.0, 0.0007425935290356626
('sayın', 'başkan', 'değerli'),11326.0, 0.000742265846779447
('başkan', 'değerli', 'milletvekilleri'),10559.0, 0.0006919993886759828
('etmeyenler', 'kabul', 'edilmiştir'),10105.0, 0.0006622458398116115
