('sayın', 'başkan'),42456.0, 0.0027824153916277843
('sıralarından', 'alkışlar'),31198.0, 0.0020446060718862734
('başkan', 'sayın'),22884.0, 0.0014997360519599166
('ak', 'parti̇'),21340.0, 0.0013985477778720775
('teşekkür', 'ederim'),20606.0, 0.001350444025812185
('değerli', 'milletvekilleri'),20489.0, 0.0013427762615192593
('ilişkin', 'açıklaması'),18360.0, 0.001203249165966792
('büyük', 'millet'),17882.0, 0.0011719227443256087
('türkiye', 'büyük'),17852.0, 0.0011699566509171663
('kabul', 'edenler'),17014.0, 0.001115037108374673
