('sayın', 'başkan'),42456
('sıralarından', 'alkışlar'),31198
('başkan', 'sayın'),22884
('ak', 'parti̇'),21340
('teşekkür', 'ederim'),20606
('değerli', 'milletvekilleri'),20489
('ilişkin', 'açıklaması'),18360
('büyük', 'millet'),17882
('türkiye', 'büyük'),17852
('kabul', 'edenler'),17014
