('türkiye', 'büyük', 'millet'),17759.0,1.576071905185279e-12
('yılı', 'merkezî', 'yönetim'),12867.0,1.1419299664952041e-12
('teşekkür', 'ederim', 'sayın'),12839.0,1.1394450984896192e-12
('büyük', 'millet', 'meclisi'),12177.0,1.0806957192147153e-12
('chp', 'sıralarından', 'alkışlar'),12171.0,1.0801632474992328e-12
('ak', 'parti̇', 'sıralarından'),11499.0,1.0205264153651915e-12
('sıralarından', 'alkışlar', 'başkan'),11331.0,1.0056172073316811e-12
('sayın', 'başkan', 'değerli'),11326.0,1.0051734809021124e-12
('başkan', 'değerli', 'milletvekilleri'),10559.0,9.371058466062646e-13
('etmeyenler', 'kabul', 'edilmiştir'),10105.0,8.968154868014212e-13
