I(w1;w2),C(w1),C(w2),C(w1;w2),collocation
14.25552641105566,661,663,661,"('MÜSAVAT', 'DERVİŞOĞLU')"
14.240370962359378,669,669,668,"('TABİİ', 'KAYNAKLAR')"
14.20843129332036,685,685,685,"('SERPİL', 'KEMALBAY')"
14.20843129332036,685,684,684,"('KEMALBAY', 'PEKGÖZEGÜ')"
14.193226439614765,683,673,664,"('İptal', 'Edilen')"
14.110504031228766,730,707,704,"('AR', 'GE')"
14.068058636955806,755,734,734,"('ZÜLFÜ', 'DEMİRBAĞ')"
14.049075533588233,765,765,765,"('RUŞTU', 'TİRYAKİ')"
14.00447242558045,787,781,779,"('FETHİ', 'GÜRER')"
14.003456956042577,708,784,703,"('Metanet', 'Çulhaoğlu')"
14.002682628103782,790,661,661,"('DURSUN', 'MÜSAVAT')"
13.898723354318781,848,826,825,"('SALİH', 'CORA')"
13.79866873608219,910,909,909,"('GARO', 'PAYLAN')"
13.789562057709153,869,705,669,"('Birleşik', 'Devletleri')"
13.767304565172854,930,854,854,"('Uygun', 'Bulunduğuna')"
13.763755498091783,814,930,812,"('Onaylanmasının', 'Uygun')"
13.748808221555464,788,942,788,"('KERESTECİOĞLU', 'DEMİR')"
13.719998850394497,961,722,722,"('YAVUZ', 'AĞIRALİOĞLU')"
13.689677593415636,934,828,788,"('Süreyya', 'Sadi')"
13.624171004850053,1027,788,788,"('FİLİZ', 'KERESTECİOĞLU')"
13.622474502342726,850,952,787,"('HAYDAR', 'AKAR')"
13.572067203704213,795,1042,778,"('Müsavat', 'Dervişoğlu')"
13.564865282659856,1067,691,689,"('ABDULLAH', 'GÜLER')"
13.464741795152422,1147,1029,1029,"('FATMA', 'KURTULAN')"
13.458010535982398,1072,803,747,"('Bekir', 'Pakdemirli')"
13.397243130410716,1146,795,758,"('Dursun', 'Müsavat')"
13.295185142009101,1073,1266,1053,"('Raporunun', 'Sunulduğuna')"
13.289639373237886,1294,1277,1276,"('KÂTİP', 'ÜYELER')"
13.264590368483292,790,1281,768,"('Uyarınca', 'Hazırlanan')"
13.257199193500677,1311,787,779,"('ÖMER', 'FETHİ')"
13.250702461407373,981,1245,918,"('Fethi', 'Gürer')"
13.184915190693923,879,1063,671,"('metninden', 'çıkarılmasını')"
13.140770437792863,688,1417,679,"('HÜDA', 'KAYA')"
13.120374317670503,1403,1368,1318,"('Hakkı', 'Saruhan')"
13.112675366993525,1460,729,727,"('Hükmünde', 'Kararnamede')"
13.101892232031682,986,1475,986,"('Oturumunu', 'açıyorum')"
13.090202539115829,1487,703,703,"('YILMAZ', 'TUNÇ')"
13.061135202552837,1020,1370,921,"('Binali', 'Yıldırım')"
12.998206117424,1033,1298,846,"('Bravo', 'sesleri')"
12.944434123551192,1263,1029,790,"('aykırılık', 'sırasına')"
12.938311958786416,673,1630,664,"('Edilen', 'Ödenek')"
12.933309326267963,997,1297,780,"('Diyanet', 'İşleri')"
12.922602488311789,1456,1544,1346,"('Fuat', 'Oktay')"
12.859311045702787,1710,1343,1316,"('Birleşmiş', 'Milletler')"
12.761994299198614,1864,653,652,"('GENEL', 'MÜDÜRLÜĞÜ')"
12.753983413920334,1777,1498,1418,"('Meral', 'Danış')"
12.742073915885612,1518,1515,1215,"('öğrenmek', 'istediğine')"
12.734895125721103,734,1796,693,"('DEMİRBAĞ', 'Elâzığ')"
12.724509625432068,1916,1288,1288,"('OTURUM', 'Açılma')"
12.718408284333025,1786,1811,1681,"('MUHAMMED', 'LEVENT')"
12.62976203803845,1923,981,922,"('Ömer', 'Fethi')"
