('sayın',),0.01193
('başkan',),0.00824
('türkiye',),0.00600
('milletvekili',),0.00581
('büyük',),0.00407
('ilişkin',),0.00400
('genel',),0.00369
('kabul',),0.00362
('soru',),0.00358
('yazılı',),0.00334
