('sayın', 'başkan'),227619
('soru', 'önergesi'),160663
('sıralarından', 'alkışlar'),160423
('büyük', 'millet'),130856
('yazılı', 'soru'),130669
('türkiye', 'büyük'),130376
('başkan', 'sayın'),127859
('değerli', 'milletvekilleri'),127724
('kabul', 'edenler'),109905
('geliş', 'tarihi'),103917
