('türkiye', 'büyük', 'millet'),339.0,2.5121492582104383e-10
('ak', 'parti̇', 'sıralarından'),258.0,1.9123435399641731e-10
('büyük', 'millet', 'meclisi'),214.0,1.586523149805708e-10
('parti̇', 'sıralarından', 'alkışlar'),150.0,1.112602582302486e-10
('i̇dri̇s', 'baluken', 'diyarbakır'),111.0,8.238072364802101e-11
('büyük', 'millet', 'meclisinin'),84.0,6.238719970647883e-11
('milliyetçi', 'hareket', 'partisi'),79.0,5.868469527285991e-11
('başkan', 'sayın', 'milletvekilleri'),78.0,5.7944194386136124e-11
('cumhuriyet', 'halk', 'partisi'),73.0,5.424168995251721e-11
('chp', 'sıralarından', 'alkışlar'),68.0,5.0539185518898284e-11
