('türkiye', 'büyük', 'millet'),339.0, 0.003268950753594399
('ak', 'parti̇', 'sıralarından'),258.0, 0.0024878740248594545
('büyük', 'millet', 'meclisi'),214.0, 0.0020635854314725705
('parti̇', 'sıralarından', 'alkışlar'),150.0, 0.0014464383865461943
('i̇dri̇s', 'baluken', 'diyarbakır'),111.0, 0.0010703644060441838
('büyük', 'millet', 'meclisinin'),84.0, 0.0008100054964658689
('milliyetçi', 'hareket', 'partisi'),79.0, 0.0007617908835809957
('başkan', 'sayın', 'milletvekilleri'),78.0, 0.0007521479610040211
('cumhuriyet', 'halk', 'partisi'),73.0, 0.000703933348119148
('chp', 'sıralarından', 'alkışlar'),68.0, 0.0006557187352342748
