('türkiye', 'büyük', 'millet'),339.0,1.2570003034775104e-10
('ak', 'parti̇', 'sıralarından'),258.0,9.570974328392826e-11
('büyük', 'millet', 'meclisi'),214.0,7.941872315049366e-11
('parti̇', 'sıralarından', 'alkışlar'),150.0,5.572269386549788e-11
('i̇dri̇s', 'baluken', 'diyarbakır'),111.0,4.128292601995358e-11
('büyük', 'millet', 'meclisinin'),84.0,3.128616366534599e-11
('milliyetçi', 'hareket', 'partisi'),79.0,2.943491137745569e-11
('başkan', 'sayın', 'milletvekilleri'),78.0,2.906466091987763e-11
('cumhuriyet', 'halk', 'partisi'),73.0,2.7213408631987338e-11
('chp', 'sıralarından', 'alkışlar'),68.0,2.536215634409704e-11
