('türkiye', 'büyük'),340.0, 0.0032785620612512537
('büyük', 'millet'),340.0, 0.0032785620612512537
('ak', 'parti̇'),325.0, 0.003133919617372522
('sıralarından', 'alkışlar'),318.0, 0.0030664198102291138
('sayın', 'başkan'),312.0, 0.003008562832677621
('parti̇', 'sıralarından'),258.0, 0.0024878500347141866
('başkan', 'sayın'),221.0, 0.0021310653398133148
('millet', 'meclisi'),216.0, 0.0020828511918537375
('türkiye', 'nin'),133.0, 0.001282496335724755
('oktay', 'vural'),131.0, 0.0012632106765409243
