('türkiye', 'büyük'),340.0,4.414861634862774e-06
('büyük', 'millet'),340.0,4.414861634862774e-06
('ak', 'parti̇'),325.0,4.2202314378813135e-06
('sıralarından', 'alkışlar'),318.0,4.1294040126233e-06
('sayın', 'başkan'),312.0,4.051551933830715e-06
('parti̇', 'sıralarından'),258.0,3.3508832246974614e-06
('başkan', 'sayın'),221.0,2.870795405476528e-06
('millet', 'meclisi'),216.0,2.8059186731493747e-06
('türkiye', 'nin'),133.0,1.728964916518632e-06
('oktay', 'vural'),131.0,1.7030142235877708e-06
